,seq,is_true,is_ignore,crop_path,original_path,x0,x1,y0,y1,col
363,4,True,False,..\cropped_images\bochum_000000_001828_gT_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_001828_leftImg8bit.png,1188,1215,96,152,g
364,5,True,False,..\cropped_images\bochum_000000_001828_gT_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_001828_leftImg8bit.png,1492,1519,266,322,g
365,6,False,False,..\cropped_images\bochum_000000_001828_gF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_001828_leftImg8bit.png,810,837,364,420,g
366,0,False,False,..\cropped_images\bochum_000000_002562_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,1812,1832,0,28,r
367,1,False,False,..\cropped_images\bochum_000000_002562_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,936,956,0,30,r
368,2,False,False,..\cropped_images\bochum_000000_002562_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,1364,1384,0,30,r
369,3,False,False,..\cropped_images\bochum_000000_002562_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,2036,2048,0,30,r
370,4,False,False,..\cropped_images\bochum_000000_002562_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,824,844,366,400,r
371,5,False,False,..\cropped_images\bochum_000000_002562_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,356,376,376,410,r
372,6,False,False,..\cropped_images\bochum_000000_002562_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,48,68,380,414,r
373,7,False,False,..\cropped_images\bochum_000000_002562_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,828,848,430,464,r
374,8,False,False,..\cropped_images\bochum_000000_002562_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,566,586,434,468,r
375,9,False,False,..\cropped_images\bochum_000000_002562_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,830,850,480,514,r
376,10,False,False,..\cropped_images\bochum_000000_002562_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,928,955,388,444,g
377,11,False,False,..\cropped_images\bochum_000000_002562_gF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,910,937,408,464,g
378,12,False,False,..\cropped_images\bochum_000000_002562_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,872,899,420,476,g
379,13,False,False,..\cropped_images\bochum_000000_002562_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,691,741,308,425,r
380,14,False,False,..\cropped_images\bochum_000000_002562_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,911,961,416,533,r
381,15,False,False,..\cropped_images\bochum_000000_002562_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,827,877,460,577,r
382,16,False,False,..\cropped_images\bochum_000000_002562_gF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,926,972,380,496,g
383,17,False,False,..\cropped_images\bochum_000000_002562_rF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,841,883,437,539,r
384,18,False,False,..\cropped_images\bochum_000000_002562_rF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,521,563,445,547,r
385,19,False,False,..\cropped_images\bochum_000000_002562_rF_00019.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_002562_leftImg8bit.png,855,938,443,621,r
386,0,False,False,..\cropped_images\bochum_000000_003005_gF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_003005_leftImg8bit.png,1520,1547,0,16,g
387,1,False,False,..\cropped_images\bochum_000000_003005_gF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_003005_leftImg8bit.png,1904,1931,0,16,g
388,2,False,False,..\cropped_images\bochum_000000_003005_gF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_003005_leftImg8bit.png,2028,2048,0,16,g
389,0,False,False,..\cropped_images\bochum_000000_005537_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1016,1036,0,30,r
390,1,False,False,..\cropped_images\bochum_000000_005537_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1444,1464,0,30,r
391,2,False,False,..\cropped_images\bochum_000000_005537_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1474,1494,0,30,r
392,3,False,False,..\cropped_images\bochum_000000_005537_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1580,1600,0,30,r
393,4,False,False,..\cropped_images\bochum_000000_005537_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1974,1994,0,30,r
394,5,False,False,..\cropped_images\bochum_000000_005537_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,694,714,372,406,r
395,6,False,False,..\cropped_images\bochum_000000_005537_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,694,714,394,428,r
396,7,False,False,..\cropped_images\bochum_000000_005537_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1232,1252,396,430,r
397,8,False,False,..\cropped_images\bochum_000000_005537_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1166,1186,402,436,r
398,9,False,False,..\cropped_images\bochum_000000_005537_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1446,1473,0,14,g
399,10,False,False,..\cropped_images\bochum_000000_005537_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1984,2011,0,16,g
400,11,False,False,..\cropped_images\bochum_000000_005537_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1847,1897,0,105,r
401,12,False,False,..\cropped_images\bochum_000000_005537_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005537_leftImg8bit.png,1223,1273,384,501,r
402,0,False,False,..\cropped_images\bochum_000000_005936_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1114,1134,0,30,r
403,1,False,False,..\cropped_images\bochum_000000_005936_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1158,1178,0,30,r
404,2,False,False,..\cropped_images\bochum_000000_005936_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1328,1348,0,30,r
405,3,False,False,..\cropped_images\bochum_000000_005936_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1872,1892,0,30,r
406,4,False,False,..\cropped_images\bochum_000000_005936_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1934,1954,0,30,r
407,5,True,False,..\cropped_images\bochum_000000_005936_rT_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1094,1114,326,360,r
408,6,True,False,..\cropped_images\bochum_000000_005936_rT_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,764,784,342,376,r
409,7,False,False,..\cropped_images\bochum_000000_005936_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,840,860,390,424,r
410,8,False,False,..\cropped_images\bochum_000000_005936_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1024,1044,402,436,r
411,9,False,False,..\cropped_images\bochum_000000_005936_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,866,886,404,438,r
412,10,False,False,..\cropped_images\bochum_000000_005936_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,816,836,406,440,r
413,11,False,False,..\cropped_images\bochum_000000_005936_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1780,1800,418,452,r
414,12,False,False,..\cropped_images\bochum_000000_005936_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1086,1106,972,1006,r
415,13,False,False,..\cropped_images\bochum_000000_005936_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,880,900,984,1018,r
416,14,False,False,..\cropped_images\bochum_000000_005936_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,832,852,988,1022,r
417,15,False,False,..\cropped_images\bochum_000000_005936_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,856,876,1010,1024,r
418,16,False,False,..\cropped_images\bochum_000000_005936_gF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1176,1203,0,16,g
419,17,False,False,..\cropped_images\bochum_000000_005936_gF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1582,1609,0,16,g
420,18,False,False,..\cropped_images\bochum_000000_005936_gF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1860,1887,0,16,g
421,19,False,False,..\cropped_images\bochum_000000_005936_gF_00019.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1976,2003,0,16,g
422,20,False,False,..\cropped_images\bochum_000000_005936_rF_00020.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1115,1165,296,413,r
423,21,False,False,..\cropped_images\bochum_000000_005936_rF_00021.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1183,1233,380,497,r
424,22,False,False,..\cropped_images\bochum_000000_005936_rF_00022.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1751,1801,400,517,r
425,23,False,False,..\cropped_images\bochum_000000_005936_rF_00023.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,847,897,988,1024,r
426,24,False,False,..\cropped_images\bochum_000000_005936_gF_00024.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_005936_leftImg8bit.png,1578,1628,0,42,g
427,0,False,False,..\cropped_images\bochum_000000_006026_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1262,1282,0,30,r
428,1,False,False,..\cropped_images\bochum_000000_006026_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1542,1562,0,30,r
429,2,False,False,..\cropped_images\bochum_000000_006026_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1882,1902,0,30,r
430,3,False,True,..\cropped_images\bochum_000000_006026_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1234,1254,164,198,r
431,4,False,False,..\cropped_images\bochum_000000_006026_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1584,1604,192,226,r
432,5,False,False,..\cropped_images\bochum_000000_006026_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,98,118,196,230,r
433,6,False,True,..\cropped_images\bochum_000000_006026_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1464,1484,288,322,r
434,7,False,False,..\cropped_images\bochum_000000_006026_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1022,1042,336,370,r
435,8,False,False,..\cropped_images\bochum_000000_006026_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,52,72,346,380,r
436,9,False,False,..\cropped_images\bochum_000000_006026_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,70,90,346,380,r
437,10,False,False,..\cropped_images\bochum_000000_006026_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,30,50,348,382,r
438,11,False,False,..\cropped_images\bochum_000000_006026_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1122,1142,402,436,r
439,12,False,False,..\cropped_images\bochum_000000_006026_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,146,166,416,450,r
440,13,False,False,..\cropped_images\bochum_000000_006026_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1178,1198,982,1016,r
441,14,False,False,..\cropped_images\bochum_000000_006026_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,840,860,1010,1024,r
442,15,False,False,..\cropped_images\bochum_000000_006026_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,862,882,1010,1024,r
443,16,False,False,..\cropped_images\bochum_000000_006026_gF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,90,117,56,112,g
444,17,False,False,..\cropped_images\bochum_000000_006026_gF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1314,1341,70,126,g
445,18,False,False,..\cropped_images\bochum_000000_006026_gF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1328,1355,92,148,g
446,19,False,False,..\cropped_images\bochum_000000_006026_rF_00019.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1583,1633,148,265,r
447,20,True,False,..\cropped_images\bochum_000000_006026_rT_00020.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1231,1281,152,269,r
448,21,True,False,..\cropped_images\bochum_000000_006026_rT_00021.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,95,145,180,297,r
449,22,False,False,..\cropped_images\bochum_000000_006026_rF_00022.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,31,81,332,449,r
450,23,False,False,..\cropped_images\bochum_000000_006026_rF_00023.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,159,209,408,525,r
451,24,False,False,..\cropped_images\bochum_000000_006026_rF_00024.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1175,1225,964,1024,r
452,25,False,False,..\cropped_images\bochum_000000_006026_rF_00025.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,839,889,992,1024,r
453,26,True,False,..\cropped_images\bochum_000000_006026_rT_00026.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,97,139,181,283,r
454,27,False,False,..\cropped_images\bochum_000000_006026_rF_00027.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,153,195,413,515,r
455,28,False,False,..\cropped_images\bochum_000000_006026_rF_00028.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,1185,1227,965,1024,r
456,29,False,False,..\cropped_images\bochum_000000_006026_rF_00029.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006026_leftImg8bit.png,849,891,989,1024,r
457,0,False,False,..\cropped_images\bochum_000000_006484_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006484_leftImg8bit.png,1290,1310,0,30,r
458,1,False,False,..\cropped_images\bochum_000000_006484_gF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006484_leftImg8bit.png,70,97,320,376,g
459,0,False,False,..\cropped_images\bochum_000000_006746_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,218,238,116,150,r
460,1,False,False,..\cropped_images\bochum_000000_006746_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,834,854,418,452,r
461,2,False,False,..\cropped_images\bochum_000000_006746_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,910,930,418,452,r
462,3,False,False,..\cropped_images\bochum_000000_006746_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,1574,1601,194,250,g
463,4,False,False,..\cropped_images\bochum_000000_006746_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,1606,1633,194,250,g
464,5,False,False,..\cropped_images\bochum_000000_006746_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,1496,1523,400,456,g
465,6,False,False,..\cropped_images\bochum_000000_006746_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,1687,1737,0,101,r
466,7,False,False,..\cropped_images\bochum_000000_006746_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_006746_leftImg8bit.png,1622,1668,0,28,g
467,0,False,False,..\cropped_images\bochum_000000_007150_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007150_leftImg8bit.png,1148,1168,0,30,r
468,1,False,False,..\cropped_images\bochum_000000_007150_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007150_leftImg8bit.png,0,14,238,272,r
469,2,False,False,..\cropped_images\bochum_000000_007150_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007150_leftImg8bit.png,0,14,264,298,r
470,3,False,False,..\cropped_images\bochum_000000_007150_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007150_leftImg8bit.png,0,14,330,364,r
471,4,False,False,..\cropped_images\bochum_000000_007150_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007150_leftImg8bit.png,1016,1036,330,364,r
472,5,False,False,..\cropped_images\bochum_000000_007150_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007150_leftImg8bit.png,154,174,342,376,r
473,6,False,False,..\cropped_images\bochum_000000_007150_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007150_leftImg8bit.png,686,706,414,448,r
474,0,False,False,..\cropped_images\bochum_000000_007651_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,1588,1608,0,28,r
475,1,False,False,..\cropped_images\bochum_000000_007651_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,1454,1474,0,30,r
476,2,False,False,..\cropped_images\bochum_000000_007651_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,1752,1772,0,30,r
477,3,False,False,..\cropped_images\bochum_000000_007651_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,1820,1840,0,30,r
478,4,False,False,..\cropped_images\bochum_000000_007651_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,2034,2048,0,30,r
479,5,False,False,..\cropped_images\bochum_000000_007651_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,1844,1871,0,16,g
480,6,False,False,..\cropped_images\bochum_000000_007651_gF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,292,319,256,312,g
481,7,False,False,..\cropped_images\bochum_000000_007651_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007651_leftImg8bit.png,1575,1625,0,101,r
482,0,False,False,..\cropped_images\bochum_000000_007950_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,976,996,0,30,r
483,1,False,False,..\cropped_images\bochum_000000_007950_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1128,1148,132,166,r
484,2,False,False,..\cropped_images\bochum_000000_007950_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1644,1664,286,320,r
485,3,True,False,..\cropped_images\bochum_000000_007950_rT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1194,1214,294,328,r
486,4,False,False,..\cropped_images\bochum_000000_007950_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1374,1394,332,366,r
487,5,False,False,..\cropped_images\bochum_000000_007950_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1182,1202,386,420,r
488,6,False,False,..\cropped_images\bochum_000000_007950_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1136,1156,388,422,r
489,7,False,False,..\cropped_images\bochum_000000_007950_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1108,1128,392,426,r
490,8,False,False,..\cropped_images\bochum_000000_007950_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1292,1319,66,122,g
491,9,False,False,..\cropped_images\bochum_000000_007950_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1368,1395,66,122,g
492,10,False,False,..\cropped_images\bochum_000000_007950_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1412,1439,74,130,g
493,11,False,False,..\cropped_images\bochum_000000_007950_gF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1166,1193,82,138,g
494,12,False,False,..\cropped_images\bochum_000000_007950_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1204,1231,82,138,g
495,13,False,False,..\cropped_images\bochum_000000_007950_gF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1292,1319,82,138,g
496,14,False,False,..\cropped_images\bochum_000000_007950_gF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1318,1345,82,138,g
497,15,False,False,..\cropped_images\bochum_000000_007950_gF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1346,1373,82,138,g
498,16,False,False,..\cropped_images\bochum_000000_007950_gF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1368,1395,82,138,g
499,17,False,False,..\cropped_images\bochum_000000_007950_gF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1396,1423,82,138,g
500,18,False,False,..\cropped_images\bochum_000000_007950_gF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1142,1169,84,140,g
501,19,False,False,..\cropped_images\bochum_000000_007950_gF_00019.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1244,1271,84,140,g
502,20,False,False,..\cropped_images\bochum_000000_007950_gF_00020.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,316,343,226,282,g
503,21,False,False,..\cropped_images\bochum_000000_007950_gF_00021.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,334,361,226,282,g
504,22,False,False,..\cropped_images\bochum_000000_007950_gF_00022.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,282,309,258,314,g
505,23,False,False,..\cropped_images\bochum_000000_007950_gF_00023.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1344,1371,292,348,g
506,24,False,False,..\cropped_images\bochum_000000_007950_rF_00024.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1323,1373,76,193,r
507,25,False,False,..\cropped_images\bochum_000000_007950_rF_00025.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1127,1177,112,229,r
508,26,False,False,..\cropped_images\bochum_000000_007950_rF_00026.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_007950_leftImg8bit.png,1671,1721,412,529,r
